Month,Mdate,Sensor_ID,Hourly_Counts
March,26,6,6638
March,26,7,2149
March,26,8,2249
March,26,9,3429
March,26,10,1221
March,26,11,815
March,26,12,2759
March,26,14,2086
March,26,17,3081
March,26,18,2129
March,26,19,2234
March,26,20,944
March,26,21,3543
March,26,22,15583
March,26,23,2422
March,26,24,7676
March,26,25,5663
March,26,26,4836
March,26,27,1331
March,26,28,3516
March,26,29,1543
March,26,30,1998
March,26,31,1742
March,26,34,795
March,26,35,8473
March,26,36,1855
March,26,37,1002
March,26,39,1193
March,26,40,1815
March,26,41,8196
March,26,42,940
March,26,43,540
March,26,44,422
March,26,45,4140
March,26,46,523
March,26,47,6064
March,26,48,2075
March,26,49,1916
March,26,50,1806
March,26,51,1421
March,26,52,2114
March,26,53,4072
March,26,54,758
March,26,55,8277
March,26,56,2500
March,26,57,3054
March,26,58,4476
March,26,59,800
March,26,61,2297
March,26,62,1106
March,26,63,3068
March,26,64,1537
March,26,65,2675
March,27,1,6429
March,27,2,4253
March,27,3,5562
March,27,4,6710
March,27,5,4856
March,27,6,6579
March,27,7,2025
March,27,8,2123
March,27,9,3203
March,27,10,1244
March,27,11,842
March,27,12,2815
March,27,14,2000
March,27,17,2742
March,27,18,1812
March,27,19,2407
March,27,20,975
March,27,21,3598
March,27,22,14950
March,27,23,2164
March,27,24,7700
March,27,25,5519
March,27,26,4934
March,27,27,1251
March,27,28,3406
March,27,29,1564
March,27,30,2284
March,27,31,1870
March,27,34,770
March,27,35,8079
March,27,36,1688
March,27,37,949
March,27,39,1034
March,27,40,1647
March,27,41,8442
March,27,42,820
March,27,43,523
March,27,44,381
March,27,45,4315
March,27,46,559
March,27,47,6065
March,27,48,1763
March,27,49,2221
March,27,50,1964
March,27,51,1452
March,27,52,2012
March,27,53,4134
March,27,54,734
March,27,55,8739
March,27,56,2575
March,27,57,2623
March,27,58,4280
March,27,59,846
March,27,61,2411
March,27,62,1230
March,27,63,3077
March,27,64,1487
March,27,65,2616
March,28,1,6085
March,28,2,3859
March,28,3,5079
March,28,4,5008
March,28,5,3820
March,28,6,4657
March,28,7,2182
March,28,8,2315
March,28,9,1061
March,28,10,596
March,28,11,1087
March,28,12,3125
March,28,14,1511
March,28,17,1144
March,28,18,731
March,28,19,2330
March,28,20,739
March,28,21,2692
March,28,22,12003
March,28,23,969
March,28,24,3970
March,28,25,5273
March,28,26,5391
March,28,27,1448
March,28,28,2452
March,28,29,1866
March,28,30,1764
March,28,31,1815
March,28,34,615
March,28,35,7632
March,28,36,708
March,28,37,866
March,28,39,377
March,28,40,669
March,28,41,5840
March,28,42,592
March,28,43,382
March,28,44,280
March,28,45,3278
March,28,46,338
March,28,47,5150
March,28,48,2430
March,28,49,2243
March,28,50,1885
March,28,51,1359
March,28,52,1501
March,28,53,2133
March,28,54,665
March,28,55,7795
March,28,56,1857
March,28,57,1153
March,28,58,2340
March,28,59,692
March,28,61,1958
March,28,62,1338
March,28,63,2122
March,28,64,702
March,28,65,1963
March,29,1,4103
March,29,2,2889
March,29,3,3511
March,29,4,3440
March,29,5,2756
March,29,6,3516
March,29,7,1685
March,29,8,1725
March,29,9,650
March,29,10,388
March,29,11,804
March,29,12,2408
March,29,14,1069
March,29,17,764
March,29,18,400
March,29,19,1456
March,29,20,595
March,29,21,2163
March,29,22,8929
March,29,23,1460
March,29,24,3122
March,29,25,4042
March,29,26,4409
March,29,27,1044
March,29,28,1677
March,29,29,1236
March,29,30,1316
March,29,31,1424
March,29,34,430
March,29,35,5082
March,29,36,533
March,29,37,652
March,29,39,183
March,29,40,472
March,29,41,3958
March,29,42,494
March,29,43,322
March,29,44,239
March,29,45,2292
March,29,46,270
March,29,47,3241
March,29,48,1597
March,29,49,1981
March,29,50,1421
March,29,51,1119
March,29,52,1146
March,29,53,1275
March,29,54,371
March,29,55,6183
March,29,56,1374
March,29,57,848
March,29,58,1776
March,29,59,569
March,29,61,1359
March,29,62,1015
March,29,63,1521
March,29,64,540
March,29,65,1361
March,30,1,4773
March,30,2,3533
March,30,3,4320
March,30,4,5025
March,30,5,3679
March,30,6,5488
March,30,7,2067
March,30,8,2050
March,30,9,2683
March,30,10,955
March,30,11,907
March,30,12,2853
March,30,14,1730
March,30,17,2380
March,30,18,1619
March,30,19,1533
March,30,20,899
March,30,21,3040
March,30,22,13239
March,30,23,2068
March,30,24,6514
March,30,25,4854
March,30,26,3151
March,30,27,849
March,30,28,2834
March,30,29,1358
March,30,30,1700
March,30,31,1333
March,30,34,758
March,30,35,7012
March,30,36,1521
March,30,37,718
March,30,39,963
March,30,40,1415
March,30,41,6162
March,30,42,733
March,30,43,398
March,30,44,251
March,30,45,3161
March,30,46,478
March,30,47,4918
March,30,48,1186
March,30,49,1430
March,30,50,1469
March,30,51,1195
March,30,52,1534
March,30,53,3402
March,30,54,615
March,30,55,7146
March,30,56,2099
March,30,57,1985
March,30,58,3552
March,30,59,784
March,30,61,2000
March,30,62,1351
March,30,63,2464
March,30,64,1287
March,30,65,2110
March,31,1,4363
March,31,2,2993
March,31,3,3908
March,31,4,4494
March,31,5,3590
March,31,6,4827
March,31,7,2120
March,31,8,2265
March,31,9,2416
March,31,10,967
March,31,11,985
March,31,12,3118
March,31,14,1602
March,31,17,2180
March,31,18,1368
March,31,19,1506
March,31,20,808
March,31,21,2609
March,31,22,12438
March,31,23,1960
March,31,24,5913
March,31,25,4916
March,31,26,4344
March,31,27,1123
March,31,28,3041
March,31,29,1440
March,31,30,1611
March,31,31,1526
March,31,34,658
March,31,35,7246
March,31,36,1372
March,31,37,777
March,31,39,749
March,31,40,1409
March,31,41,5523
March,31,42,723
March,31,43,371
March,31,44,273
March,31,45,3127
March,31,46,398
March,31,47,4459
March,31,48,1676
March,31,49,1786
March,31,50,1149
March,31,51,1391
March,31,52,1544
March,31,53,3112
March,31,54,647
March,31,55,7213
March,31,56,1973
March,31,57,1635
March,31,58,3381
March,31,59,634
March,31,61,1969
March,31,62,1303
March,31,63,2346
March,31,64,1163
March,31,65,2108
